time,power
2021-01-08 21:30:00,25.511189
2021-01-08 21:45:00,24.84103
2021-01-08 22:00:00,24.079245
2021-01-08 22:15:00,24.662365
2021-01-08 22:30:00,24.220251
2021-01-08 22:45:00,24.321321
2021-01-08 23:00:00,24.23849
2021-01-08 23:15:00,23.724411
2021-01-08 23:30:00,24.54821
2021-01-08 23:45:00,23.94331
2021-01-09 00:00:00,34.58612
2021-01-09 00:15:00,27.249376
2021-01-09 00:30:00,25.316605
2021-01-09 00:45:00,26.108328
2021-01-09 01:00:00,26.995777
2021-01-09 01:15:00,23.770668
2021-01-09 01:30:00,25.493856
2021-01-09 01:45:00,25.775486
